User_ID,Age,Gender,City,Current_Service_Provider,Monthly_Bill_Amount,Network_Quality_Rating,Customer_Service_Rating,Internet_Speed_Rating,Loyalty_Duration_Years,Is_Satisfied,Will_Change_Service
1187,48,Male,Hyderabad,BSNL,803,2,3,2,10,0,1
1188,48,Female,Hyderabad,Vodafone Idea,1440,3,1,3,1,1,1
1189,33,Female,Hyderabad,Vodafone Idea,1236,3,1,5,2,1,1
1190,47,Female,Hyderabad,Vodafone Idea,1524,2,4,4,3,1,1
1191,53,Male,Hyderabad,Jio,756,3,1,2,9,0,1
1192,27,Female,Chennai,Jio,645,3,4,3,8,0,1
1193,42,Male,Delhi,Vodafone Idea,1479,1,1,1,1,0,1
1194,30,Male,Mumbai,Jio,409,5,4,3,8,0,1
1195,56,Female,Kolkata,Jio,307,4,2,4,9,1,1
1196,50,Male,Mumbai,Jio,1490,2,3,3,3,1,1
1197,65,Male,Kolkata,BSNL,1154,5,5,3,9,0,1
1198,26,Male,Chennai,BSNL,1841,2,3,3,7,0,1
1199,22,Male,Delhi,Airtel,1151,2,1,1,10,1,1
1200,35,Male,Hyderabad,Vodafone Idea,1403,2,5,5,10,0,1
1201,44,Female,Kolkata,Airtel,1915,3,5,5,2,0,1
1202,39,Male,Chennai,BSNL,180,1,3,5,0,1,1
1203,50,Male,Bangalore,Jio,1193,1,1,5,4,1,1
1204,35,Male,Hyderabad,Vodafone Idea,1605,5,2,4,8,1,1
1205,18,Male,Delhi,Airtel,1109,2,2,2,7,0,1
1206,36,Female,Kolkata,BSNL,1316,3,4,2,3,1,1
1207,64,Male,Mumbai,BSNL,1507,4,1,3,0,1,1
1208,37,Female,Hyderabad,Vodafone Idea,1365,2,5,3,4,1,1
1209,55,Female,Kolkata,Airtel,300,3,3,2,5,0,1
1210,55,Female,Hyderabad,BSNL,1615,4,1,3,1,0,1
1211,60,Male,Bangalore,BSNL,1375,2,1,2,9,1,1
1212,49,Male,Delhi,Jio,934,5,5,4,4,0,1
1213,27,Male,Delhi,Vodafone Idea,402,4,1,5,5,1,1
1214,46,Female,Mumbai,Jio,1409,2,5,1,5,1,1
1215,52,Female,Hyderabad,Vodafone Idea,591,5,3,1,8,0,1
1216,48,Male,Mumbai,Airtel,1583,3,3,1,6,0,1
1217,40,Female,Kolkata,BSNL,737,2,3,1,8,0,1
1218,39,Female,Hyderabad,Jio,1958,1,3,1,1,1,1
1219,53,Female,Bangalore,Jio,1780,1,3,5,10,1,1
1220,52,Female,Mumbai,Airtel,1556,2,4,3,7,1,1
1221,42,Female,Bangalore,Vodafone Idea,273,2,5,1,3,1,1
1222,47,Female,Kolkata,Vodafone Idea,1447,2,4,5,4,1,1
1223,38,Female,Mumbai,BSNL,1330,3,2,3,1,0,1
1224,30,Female,Chennai,Jio,1269,1,5,4,8,0,1
1225,62,Male,Mumbai,Vodafone Idea,1498,3,4,4,8,1,0
1226,33,Male,Mumbai,Vodafone Idea,878,5,3,5,10,1,0
1227,54,Female,Hyderabad,BSNL,639,5,3,5,0,0,1
1228,42,Female,Bangalore,Vodafone Idea,551,2,4,5,7,1,1
1229,32,Female,Delhi,Jio,511,5,1,3,9,0,1
1230,44,Female,Chennai,Jio,1246,1,5,5,10,0,1
1231,20,Female,Chennai,Airtel,793,1,2,2,6,1,1
1232,38,Female,Delhi,Vodafone Idea,1748,5,4,2,4,1,1
1233,65,Male,Chennai,Airtel,590,4,4,1,10,0,1
1234,48,Male,Chennai,Jio,1917,4,4,2,0,0,1
1235,63,Female,Bangalore,Vodafone Idea,374,2,1,3,3,0,1
1236,42,Male,Delhi,Jio,1574,4,2,5,10,0,1
1237,42,Male,Hyderabad,BSNL,676,1,4,4,10,1,1
1238,60,Female,Kolkata,BSNL,1043,2,4,1,1,0,1
1239,59,Male,Hyderabad,Airtel,482,4,1,5,5,1,1
1240,27,Female,Kolkata,Vodafone Idea,1920,4,5,2,7,0,1
1241,49,Male,Kolkata,Vodafone Idea,848,1,5,1,5,1,1
1242,20,Male,Kolkata,Jio,1465,3,4,4,8,0,1
1243,26,Female,Chennai,Jio,217,3,2,2,5,1,1
1244,50,Male,Chennai,Vodafone Idea,846,1,4,3,9,1,1
1245,55,Female,Bangalore,Airtel,1188,5,2,5,3,1,1
1246,39,Male,Kolkata,Airtel,583,3,5,1,9,1,1
1247,24,Male,Bangalore,BSNL,560,4,3,1,1,1,1
1248,46,Male,Chennai,Airtel,602,2,4,2,8,1,1
1249,24,Female,Delhi,Vodafone Idea,633,2,1,2,10,1,1
1250,51,Female,Mumbai,BSNL,514,1,2,4,5,0,1
1251,47,Male,Kolkata,Jio,1769,4,4,3,3,0,1
1252,18,Male,Kolkata,BSNL,171,3,4,2,10,0,1
1253,64,Female,Chennai,BSNL,1756,1,4,3,6,1,1
1254,27,Female,Mumbai,Jio,1512,1,5,5,2,0,1
1255,44,Male,Bangalore,BSNL,593,2,2,4,0,0,1
1256,59,Male,Bangalore,Vodafone Idea,258,5,1,2,5,0,1
1257,27,Female,Mumbai,Airtel,261,1,3,1,4,0,1
1258,22,Female,Bangalore,Vodafone Idea,1546,1,3,3,4,0,1
1259,48,Male,Kolkata,BSNL,1808,1,4,3,9,0,1
1260,34,Female,Kolkata,Vodafone Idea,849,5,2,3,3,1,1
1261,39,Male,Chennai,Jio,1837,2,4,5,3,1,1
1262,57,Male,Hyderabad,BSNL,1469,2,1,2,9,1,1
1263,62,Female,Hyderabad,Vodafone Idea,1183,3,2,5,2,1,1
1264,43,Female,Hyderabad,Jio,1122,2,5,5,7,1,1
1265,59,Male,Kolkata,Jio,930,5,5,4,1,0,1
1266,23,Female,Hyderabad,Vodafone Idea,157,5,4,5,10,1,0
1267,39,Male,Chennai,Airtel,865,2,3,1,9,1,1
1268,61,Female,Hyderabad,Airtel,1572,2,1,5,5,0,1
1269,52,Male,Bangalore,Airtel,646,2,2,2,4,1,1
1270,42,Female,Delhi,Vodafone Idea,857,3,2,1,0,0,1
1271,38,Male,Delhi,BSNL,1868,4,2,3,6,1,1
1272,58,Male,Delhi,Vodafone Idea,1056,1,3,4,3,0,1
1273,63,Female,Delhi,Jio,1694,1,4,3,8,1,1
1274,49,Female,Hyderabad,Vodafone Idea,1590,5,1,5,5,1,1
1275,52,Female,Delhi,BSNL,899,2,3,5,6,0,1
1276,20,Female,Bangalore,Airtel,1976,4,3,3,7,0,1
1277,57,Male,Kolkata,BSNL,1512,1,4,4,0,0,1
1278,22,Male,Delhi,Vodafone Idea,1254,1,4,3,2,0,1
1279,33,Male,Kolkata,BSNL,1482,4,2,4,0,1,1
1280,58,Female,Hyderabad,Jio,650,1,4,1,7,1,1
1281,61,Male,Bangalore,Vodafone Idea,1122,5,4,3,10,0,1
1282,36,Female,Bangalore,Airtel,777,2,2,2,1,1,1
1283,32,Male,Delhi,Vodafone Idea,1730,4,2,5,5,1,1
1284,65,Female,Hyderabad,Vodafone Idea,1028,4,1,2,3,0,1
1285,23,Male,Kolkata,Airtel,922,1,3,4,7,1,1
1286,45,Female,Bangalore,Airtel,1301,3,1,1,8,1,1
1287,24,Male,Bangalore,Jio,1558,4,1,4,10,1,1
1288,58,Male,Delhi,BSNL,1932,3,4,5,4,1,1
1289,63,Male,Hyderabad,Airtel,1575,4,4,3,2,0,1
1290,24,Female,Chennai,Airtel,1733,1,1,4,0,1,1
1291,46,Female,Kolkata,Jio,649,4,3,2,10,0,1
1292,28,Male,Mumbai,Jio,1578,1,2,1,5,0,1
1293,62,Male,Mumbai,Airtel,1681,4,1,3,5,0,1
1294,37,Female,Kolkata,Jio,1946,4,3,4,10,0,1
1295,19,Female,Bangalore,Jio,1976,2,2,1,10,1,1
1296,20,Female,Kolkata,Airtel,1401,4,3,4,5,0,1
1297,38,Male,Delhi,Vodafone Idea,787,3,5,2,5,0,1
1298,21,Male,Mumbai,Vodafone Idea,508,2,2,4,3,0,1
1299,36,Female,Kolkata,Vodafone Idea,838,5,1,3,10,0,1
1300,40,Male,Delhi,Airtel,591,3,5,5,5,0,1
1301,41,Female,Chennai,BSNL,994,1,4,1,4,0,1
1302,45,Male,Kolkata,Vodafone Idea,859,1,5,3,4,1,1
1303,27,Female,Kolkata,Airtel,1255,5,4,3,0,1,0
1304,33,Female,Hyderabad,BSNL,1067,3,2,2,7,1,1
1305,51,Male,Hyderabad,BSNL,1855,2,4,5,8,0,1
1306,44,Female,Hyderabad,Airtel,654,4,3,2,9,1,1
1307,54,Female,Kolkata,BSNL,904,2,4,4,10,1,1
1308,61,Male,Delhi,BSNL,891,2,1,4,6,1,1
1309,29,Male,Chennai,Jio,1591,3,3,4,7,0,1
1310,28,Female,Mumbai,Airtel,1317,4,4,5,7,0,1
1311,29,Male,Bangalore,Jio,1691,1,3,5,8,0,1
1312,23,Female,Chennai,BSNL,1129,4,4,5,8,1,0
1313,57,Female,Chennai,Jio,882,4,5,5,8,1,0
1314,42,Male,Hyderabad,Airtel,1752,2,5,4,9,0,1
1315,57,Male,Chennai,Vodafone Idea,230,2,4,5,2,1,1
1316,61,Male,Chennai,Jio,982,1,5,5,10,1,1
1317,33,Male,Kolkata,Jio,527,2,5,5,2,0,1
1318,49,Female,Hyderabad,Airtel,1955,2,4,4,1,0,1
1319,55,Female,Mumbai,Airtel,674,4,1,4,0,0,1
1320,27,Female,Delhi,Airtel,359,1,2,3,0,1,1
1321,32,Male,Kolkata,Jio,261,1,4,3,7,1,1
1322,47,Male,Delhi,BSNL,462,5,5,3,2,0,1
1323,58,Female,Delhi,Airtel,802,3,5,3,10,0,1
1324,34,Female,Delhi,Airtel,684,3,2,5,10,0,1
1325,47,Female,Mumbai,Jio,857,1,1,3,0,1,1
1326,34,Female,Chennai,Jio,145,4,1,4,4,0,1
1327,60,Male,Bangalore,Jio,1196,3,3,3,0,0,1
1328,18,Female,Hyderabad,Jio,1528,2,5,1,9,0,1
1329,47,Female,Bangalore,Vodafone Idea,1960,2,2,2,4,0,1
1330,36,Male,Chennai,Vodafone Idea,116,1,4,3,7,1,1
1331,61,Female,Chennai,BSNL,1272,4,5,1,1,0,1
1332,52,Male,Mumbai,BSNL,780,3,2,1,1,1,1
1333,28,Female,Bangalore,Airtel,1995,3,4,5,2,1,1
1334,22,Female,Kolkata,Vodafone Idea,1817,3,2,2,4,0,1
1335,46,Male,Mumbai,BSNL,1366,1,1,5,6,1,1
1336,40,Female,Bangalore,Airtel,1978,2,3,2,1,1,1
1337,55,Male,Kolkata,BSNL,727,4,5,4,7,1,0
1338,37,Male,Mumbai,Airtel,1140,2,2,1,5,1,1
1339,58,Male,Bangalore,Airtel,279,4,2,3,10,0,1
1340,45,Female,Hyderabad,Jio,1768,4,5,5,7,0,1
1341,62,Male,Kolkata,Airtel,799,4,1,4,8,0,1
1342,34,Male,Delhi,Jio,479,5,2,2,0,1,1
1343,47,Male,Bangalore,Jio,1657,3,4,4,4,0,1
1344,37,Male,Kolkata,BSNL,917,4,1,3,1,0,1
1345,30,Male,Mumbai,Airtel,1320,4,4,1,0,0,1
1346,42,Male,Hyderabad,Vodafone Idea,392,1,3,5,4,0,1
1347,48,Female,Kolkata,Airtel,761,4,5,2,8,0,1
1348,24,Male,Hyderabad,Vodafone Idea,1710,2,2,3,6,0,1
1349,33,Female,Mumbai,Jio,860,3,3,4,6,1,0
1350,42,Male,Kolkata,BSNL,1279,5,1,2,7,0,1
1351,54,Female,Chennai,Jio,880,3,1,5,1,1,1
1352,40,Female,Bangalore,Jio,913,2,3,5,8,0,1
1353,54,Female,Mumbai,Airtel,718,5,1,1,6,1,1
1354,36,Male,Kolkata,Vodafone Idea,1829,1,4,1,4,1,1
1355,62,Female,Mumbai,Vodafone Idea,1014,3,2,2,4,0,1
1356,36,Male,Delhi,Vodafone Idea,472,4,5,3,2,0,1
1357,19,Male,Hyderabad,BSNL,331,1,1,5,6,0,1
1358,60,Male,Mumbai,Jio,1847,4,1,3,2,1,1
1359,43,Female,Bangalore,Jio,1989,3,5,3,4,1,1
1360,35,Female,Delhi,Vodafone Idea,590,3,4,4,4,1,0
1361,18,Male,Hyderabad,Vodafone Idea,127,1,2,5,7,0,1
1362,54,Male,Bangalore,Jio,1028,5,2,2,0,0,1
1363,61,Female,Kolkata,Vodafone Idea,1881,5,5,4,4,1,1
1364,65,Male,Hyderabad,Vodafone Idea,665,4,2,3,9,1,1
1365,21,Female,Chennai,BSNL,379,1,3,4,8,0,1
1366,56,Male,Bangalore,Airtel,590,1,4,1,6,1,1
1367,65,Male,Mumbai,Vodafone Idea,853,4,1,1,7,1,1
1368,49,Female,Chennai,BSNL,1691,5,5,3,1,0,1
1369,36,Male,Mumbai,Airtel,1569,5,2,4,1,0,1
1370,32,Female,Delhi,BSNL,1305,5,1,5,0,1,1
1371,56,Male,Delhi,BSNL,343,2,1,4,1,0,1
1372,40,Female,Delhi,Jio,644,2,5,2,8,0,1
1373,32,Male,Kolkata,Jio,471,3,1,2,7,0,1
1374,58,Male,Delhi,Airtel,888,2,4,2,7,1,1
1375,30,Female,Hyderabad,Airtel,350,1,5,1,0,0,1
1376,57,Female,Bangalore,BSNL,1766,2,4,4,3,1,1
1377,34,Female,Mumbai,Airtel,685,3,1,1,3,0,1
1378,61,Male,Delhi,Jio,207,5,4,4,2,0,1
1379,64,Male,Bangalore,Jio,1467,2,3,3,5,0,1
1380,60,Female,Hyderabad,Vodafone Idea,642,4,4,5,7,0,1
1381,61,Female,Bangalore,Jio,1432,3,5,3,0,0,1
1382,26,Male,Delhi,Vodafone Idea,1215,3,5,5,4,1,0
1383,58,Female,Bangalore,Vodafone Idea,1295,3,5,1,10,0,1
1384,24,Male,Kolkata,BSNL,500,1,3,3,4,1,1
1385,58,Female,Delhi,Airtel,607,4,5,2,3,1,1
1386,59,Female,Hyderabad,Jio,1723,2,4,1,0,1,1
1387,20,Male,Hyderabad,Vodafone Idea,1937,2,3,4,7,1,1
1388,37,Male,Mumbai,Jio,422,3,5,1,3,1,1
1389,46,Male,Kolkata,Airtel,950,3,5,2,2,1,1
1390,20,Female,Hyderabad,Vodafone Idea,1772,4,4,2,4,1,1
1391,55,Male,Hyderabad,Airtel,338,3,5,4,6,1,0
1392,41,Male,Chennai,Jio,716,2,5,3,10,0,1
1393,64,Male,Mumbai,Jio,1690,5,1,2,6,1,1
1394,26,Female,Mumbai,Vodafone Idea,748,4,3,2,8,0,1
1395,23,Female,Hyderabad,Jio,1914,5,2,1,9,0,1
1396,36,Female,Mumbai,BSNL,732,3,2,2,9,1,1
1397,38,Female,Chennai,BSNL,537,4,1,4,7,0,1
1398,65,Male,Mumbai,Vodafone Idea,1571,5,4,2,10,1,1
1399,44,Male,Bangalore,BSNL,1758,1,1,4,4,0,1
1400,29,Female,Mumbai,BSNL,214,2,1,1,9,1,1
1401,30,Female,Hyderabad,Jio,1027,3,3,5,10,0,1
1402,26,Female,Kolkata,BSNL,1260,3,5,4,0,0,1
1403,52,Female,Chennai,BSNL,945,5,4,2,3,0,1
1404,41,Male,Hyderabad,Vodafone Idea,550,3,3,3,10,0,1
1405,51,Female,Delhi,Jio,1447,2,4,3,0,1,1
1406,50,Male,Chennai,Airtel,1677,4,3,4,4,0,1
1407,35,Female,Delhi,Airtel,1037,2,5,3,3,1,1
1408,28,Female,Mumbai,Airtel,562,4,1,4,8,0,1
1409,34,Male,Hyderabad,Airtel,313,5,5,2,1,0,1
1410,48,Female,Delhi,Airtel,1958,5,5,1,7,1,1
1411,36,Male,Hyderabad,Airtel,1494,1,5,1,7,1,1
1412,65,Male,Bangalore,Vodafone Idea,1950,3,1,2,9,1,1
1413,39,Female,Delhi,Airtel,137,4,1,1,9,1,1
1414,25,Female,Delhi,Vodafone Idea,161,2,4,2,8,0,1
1415,47,Male,Kolkata,BSNL,1193,2,1,5,9,0,1
1416,22,Male,Bangalore,BSNL,1422,5,4,1,9,0,1
1417,27,Female,Delhi,Jio,1505,4,2,4,2,1,1
1418,32,Male,Delhi,Airtel,1596,3,3,5,4,0,1
1419,61,Female,Mumbai,Airtel,349,1,4,2,6,1,1
1420,64,Male,Chennai,Vodafone Idea,1115,1,2,5,9,1,1
1421,61,Male,Chennai,Jio,1187,1,1,4,2,0,1
1422,43,Female,Mumbai,Jio,1783,5,4,5,4,0,1
1423,53,Female,Delhi,BSNL,829,3,2,1,7,0,1
1424,41,Female,Delhi,Vodafone Idea,1983,2,1,4,0,0,1
1425,23,Female,Kolkata,Airtel,442,5,2,4,4,0,1
1426,43,Male,Chennai,Vodafone Idea,390,3,5,1,8,1,1
1427,18,Male,Mumbai,BSNL,346,3,4,3,1,0,1
1428,34,Male,Kolkata,Airtel,262,4,3,3,1,1,0
1429,52,Male,Delhi,Vodafone Idea,854,3,3,3,10,1,0
1430,25,Male,Kolkata,Airtel,1594,2,4,5,3,0,1
1431,47,Female,Delhi,Airtel,1224,1,2,5,0,1,1
1432,41,Male,Kolkata,Vodafone Idea,1014,4,4,3,1,0,1
1433,61,Female,Delhi,Jio,289,3,1,5,8,1,1
1434,65,Male,Kolkata,Vodafone Idea,1976,2,4,4,6,0,1
1435,61,Male,Hyderabad,BSNL,1240,3,5,4,4,1,0
1436,34,Female,Delhi,Jio,675,5,3,2,3,0,1
1437,55,Male,Mumbai,Airtel,751,5,5,3,2,1,0
1438,42,Male,Hyderabad,Airtel,420,1,4,4,3,1,1
1439,58,Male,Kolkata,BSNL,528,1,2,3,1,1,1
1440,41,Female,Kolkata,Jio,842,5,4,3,4,0,1
1441,24,Male,Chennai,Airtel,1770,2,5,1,5,1,1
1442,61,Male,Hyderabad,Airtel,1447,4,5,5,6,1,0
1443,32,Female,Kolkata,Airtel,672,5,1,1,5,0,1
1444,48,Female,Mumbai,Jio,1613,1,1,2,1,1,1
1445,19,Female,Mumbai,BSNL,1935,3,5,5,8,0,1
1446,57,Female,Chennai,Vodafone Idea,460,4,2,5,1,0,1
1447,53,Female,Delhi,Vodafone Idea,986,1,5,2,2,0,1
1448,38,Female,Mumbai,Airtel,1921,3,5,3,7,0,1
1449,57,Male,Hyderabad,BSNL,1955,4,5,2,5,0,1
1450,32,Male,Bangalore,Airtel,1135,4,5,1,9,0,1
1451,59,Male,Hyderabad,Jio,1733,1,1,2,1,0,1
1452,22,Male,Bangalore,Jio,1043,3,4,5,7,1,0
1453,58,Male,Delhi,Airtel,631,2,5,5,0,0,1
1454,47,Male,Delhi,BSNL,646,4,2,4,0,1,1
1455,62,Female,Chennai,BSNL,1828,5,1,4,3,0,1
1456,37,Male,Chennai,Airtel,1493,5,1,5,4,0,1
1457,59,Male,Kolkata,Airtel,1432,3,2,1,3,0,1
1458,44,Male,Bangalore,BSNL,1923,3,1,3,7,0,1
1459,25,Male,Bangalore,BSNL,1490,2,4,5,4,1,1
1460,26,Female,Bangalore,BSNL,1120,4,1,3,3,1,1
1461,20,Male,Delhi,BSNL,199,1,4,4,2,1,1
1462,20,Female,Mumbai,Jio,330,4,4,5,5,1,0
1463,37,Male,Bangalore,Airtel,1118,4,3,5,6,0,1
1464,49,Female,Hyderabad,Airtel,497,1,2,5,10,0,1
1465,25,Female,Chennai,Airtel,1416,5,2,3,7,1,1
1466,24,Male,Delhi,Vodafone Idea,435,4,1,2,4,0,1
1467,33,Female,Mumbai,Vodafone Idea,1881,3,4,5,0,1,1
1468,52,Female,Bangalore,BSNL,1427,4,2,5,5,0,1
1469,26,Female,Delhi,Jio,1770,3,2,2,3,0,1
1470,42,Male,Bangalore,Vodafone Idea,1485,4,4,5,6,1,0
1471,47,Male,Delhi,Airtel,151,4,1,3,2,1,1
1472,41,Male,Bangalore,Vodafone Idea,1516,2,2,4,5,1,1
1473,60,Male,Bangalore,Jio,1183,4,1,1,1,0,1
1474,65,Male,Mumbai,Jio,941,2,4,3,10,1,1
1475,62,Female,Mumbai,BSNL,1731,4,5,2,10,1,1
1476,52,Male,Chennai,Airtel,799,5,5,1,2,0,1
1477,44,Female,Delhi,Airtel,1892,1,3,2,3,0,1
1478,55,Female,Mumbai,BSNL,1619,3,3,1,1,0,1
1479,65,Male,Delhi,BSNL,1780,3,5,2,1,0,1
1480,64,Male,Chennai,Jio,402,1,1,2,5,0,1
1481,27,Male,Mumbai,Airtel,555,5,1,5,4,0,1
1482,44,Male,Mumbai,Vodafone Idea,1953,3,3,5,1,0,1
1483,59,Male,Delhi,Vodafone Idea,1010,5,5,5,10,0,1
1484,24,Female,Hyderabad,Airtel,1047,5,1,4,1,1,1
1485,49,Female,Hyderabad,Vodafone Idea,1027,5,2,1,1,1,1
1486,57,Female,Mumbai,BSNL,370,1,4,2,9,0,1
1487,44,Female,Chennai,BSNL,1282,1,2,2,0,1,1
1488,35,Male,Chennai,Jio,980,2,5,2,10,1,1
1489,20,Female,Kolkata,Vodafone Idea,919,4,3,1,2,0,1
1490,62,Female,Mumbai,Vodafone Idea,1496,4,3,2,0,1,1
1491,41,Male,Delhi,Jio,763,2,3,4,6,0,1
1492,31,Female,Chennai,Vodafone Idea,932,5,5,4,0,0,1
1493,46,Female,Hyderabad,Vodafone Idea,485,1,3,5,7,0,1
1494,46,Female,Bangalore,BSNL,499,1,5,4,1,1,1
1495,33,Male,Hyderabad,Jio,1058,5,2,3,3,1,1
1496,41,Male,Chennai,BSNL,106,3,3,2,6,1,1
1497,24,Female,Kolkata,Vodafone Idea,328,3,4,4,10,1,0
1498,61,Female,Hyderabad,BSNL,670,1,2,4,9,0,1
1499,41,Male,Kolkata,Vodafone Idea,1965,4,5,5,3,1,1
1500,52,Male,Kolkata,Vodafone Idea,226,5,5,4,0,0,1
1501,59,Female,Bangalore,Jio,1422,4,5,2,0,0,1
1502,40,Male,Kolkata,BSNL,1794,1,1,4,5,1,1
1503,21,Female,Mumbai,BSNL,195,3,2,5,2,0,1
1504,43,Male,Chennai,Vodafone Idea,1994,2,4,3,2,0,1
1505,35,Male,Mumbai,BSNL,1663,3,3,2,1,0,1
1506,30,Female,Mumbai,Airtel,1388,4,2,4,10,0,1
1507,25,Female,Hyderabad,Vodafone Idea,1534,4,5,2,4,0,1
1508,47,Female,Hyderabad,Jio,831,1,2,5,4,1,1
1509,23,Female,Chennai,Vodafone Idea,1769,3,2,4,2,0,1
1510,60,Female,Kolkata,Vodafone Idea,412,1,3,4,10,1,1
1511,31,Female,Delhi,BSNL,1766,2,3,1,6,0,1
1512,59,Male,Bangalore,BSNL,999,2,1,2,7,1,1
1513,58,Female,Bangalore,Jio,1199,4,4,2,10,1,1
1514,56,Female,Chennai,Airtel,228,3,3,1,3,0,1
1515,19,Male,Mumbai,Vodafone Idea,150,4,1,5,5,1,1
1516,21,Male,Mumbai,Jio,1999,5,5,4,3,1,1
1517,39,Female,Hyderabad,Vodafone Idea,852,5,2,4,8,0,1
1518,33,Female,Kolkata,Jio,766,2,3,5,4,0,1
1519,26,Male,Kolkata,Jio,1429,2,5,2,10,0,1
1520,54,Male,Kolkata,Jio,1163,1,1,3,2,0,1
1521,31,Male,Kolkata,BSNL,1448,4,3,4,5,0,1
1522,22,Male,Bangalore,Airtel,193,4,4,1,6,1,1
1523,53,Female,Hyderabad,BSNL,174,4,4,1,1,1,1
1524,31,Female,Chennai,Airtel,151,2,2,4,1,0,1
1525,55,Female,Chennai,Airtel,1985,1,1,2,6,1,1
1526,31,Female,Bangalore,Airtel,411,4,2,5,1,0,1
1527,32,Male,Delhi,Airtel,1090,4,2,2,10,1,1
1528,39,Male,Bangalore,Vodafone Idea,1853,1,4,2,5,0,1
1529,27,Female,Kolkata,Jio,1497,5,1,3,10,1,1
1530,56,Male,Kolkata,Jio,464,2,1,3,9,1,1
1531,18,Female,Mumbai,Vodafone Idea,1593,2,5,3,9,0,1
1532,35,Male,Bangalore,BSNL,362,2,4,4,9,1,1
1533,27,Female,Chennai,Airtel,234,4,2,2,4,0,1
1534,26,Female,Chennai,Vodafone Idea,733,4,5,3,4,0,1
1535,52,Male,Hyderabad,Vodafone Idea,481,4,5,4,2,0,1
1536,34,Male,Delhi,BSNL,754,5,3,2,6,0,1
1537,29,Male,Kolkata,BSNL,1048,3,3,2,1,0,1
1538,25,Male,Mumbai,Jio,1456,1,3,2,8,1,1
1539,60,Female,Delhi,Vodafone Idea,1834,5,1,4,4,1,1
1540,19,Female,Bangalore,BSNL,499,1,2,4,5,0,1
1541,26,Male,Chennai,Airtel,345,5,5,1,5,1,1
1542,18,Female,Bangalore,Jio,971,4,3,1,3,0,1
1543,40,Male,Kolkata,BSNL,154,5,3,3,7,0,1
1544,33,Female,Chennai,Jio,1337,5,2,3,5,0,1
1545,55,Female,Bangalore,Jio,716,4,1,2,8,1,1
1546,38,Male,Hyderabad,Airtel,564,3,3,3,2,1,0
1547,19,Male,Bangalore,Airtel,1274,2,4,5,6,1,1
1548,29,Female,Chennai,BSNL,1517,5,2,3,8,0,1
1549,34,Male,Kolkata,Jio,1721,3,1,5,2,1,1
1550,21,Male,Delhi,Airtel,352,5,5,4,10,0,1
1551,26,Male,Delhi,Vodafone Idea,1675,1,2,2,9,1,1
1552,65,Male,Mumbai,Jio,1981,4,1,1,5,1,1
1553,44,Male,Chennai,BSNL,545,4,4,2,0,1,1
1554,51,Female,Kolkata,Vodafone Idea,1662,2,5,4,8,0,1
1555,25,Female,Mumbai,Jio,915,5,4,2,1,1,1
1556,65,Female,Chennai,Airtel,1183,4,5,2,4,0,1
1557,22,Female,Mumbai,Jio,1750,2,3,2,9,0,1
1558,48,Female,Delhi,Airtel,1385,3,5,5,9,1,0
1559,46,Male,Mumbai,Airtel,1521,2,1,3,10,0,1
1560,41,Male,Hyderabad,Airtel,277,5,5,4,4,0,1
1561,50,Male,Chennai,Vodafone Idea,1112,5,4,1,0,1,1
1562,55,Male,Chennai,Airtel,436,5,3,3,2,0,1
1563,24,Male,Mumbai,Jio,1960,4,3,2,3,1,1
1564,46,Female,Chennai,Jio,171,4,5,3,2,1,0
1565,50,Male,Delhi,Airtel,506,1,5,1,3,1,1
1566,32,Female,Delhi,Airtel,349,3,4,2,5,0,1
1567,57,Female,Chennai,Vodafone Idea,505,3,2,3,8,1,1
1568,20,Female,Hyderabad,BSNL,874,1,3,3,5,0,1
1569,64,Male,Delhi,Airtel,1374,3,1,3,9,1,1
1570,60,Female,Hyderabad,BSNL,808,5,5,3,3,0,1
1571,51,Male,Chennai,Vodafone Idea,818,2,5,4,5,0,1
1572,37,Male,Mumbai,BSNL,1552,2,5,5,8,1,1
1573,47,Female,Kolkata,Airtel,415,1,2,5,0,0,1
1574,59,Female,Bangalore,Vodafone Idea,1161,4,1,2,3,1,1
1575,19,Female,Chennai,Vodafone Idea,1688,1,4,5,10,0,1
1576,21,Female,Mumbai,BSNL,900,3,4,4,10,0,1
1577,48,Male,Bangalore,Vodafone Idea,460,5,2,4,5,0,1
1578,43,Male,Delhi,Jio,1956,4,3,1,10,0,1
1579,45,Male,Kolkata,Vodafone Idea,1576,1,1,3,2,0,1
1580,61,Female,Chennai,BSNL,154,5,4,1,8,1,1
1581,24,Male,Bangalore,BSNL,1330,4,4,1,8,0,1
1582,49,Male,Mumbai,Airtel,1420,4,5,4,0,0,1
1583,63,Male,Bangalore,BSNL,481,1,1,4,5,0,1
1584,46,Male,Mumbai,Airtel,1278,4,1,5,0,1,1
1585,22,Male,Delhi,BSNL,1587,4,2,5,7,0,1
1586,23,Female,Bangalore,Vodafone Idea,1392,2,2,1,5,1,1
1587,38,Male,Chennai,Vodafone Idea,1852,2,5,3,0,1,1
1588,56,Male,Hyderabad,Airtel,1092,1,4,5,7,0,1
1589,27,Male,Bangalore,Vodafone Idea,1705,1,2,4,10,1,1
1590,22,Female,Hyderabad,BSNL,604,4,4,3,8,0,1
1591,26,Female,Delhi,BSNL,804,2,4,4,1,0,1
1592,35,Male,Bangalore,Airtel,361,5,1,4,9,1,1
